"","Year","Month","Day","Sampling Site","Depth","Conductivity (mmohs·cm-1)","pH (units)","Alkalinity (mg·L-1 as CaCO3)","Turbidity (NTU)","Color (PT units)","Calcium (mg·L-1)","Magnesium (mg·L-1)","Iron (mg·L-1)","Total Phosphorus (mg·L-1 as P)","Total Filterable Phosphorus (mg·L-1 as P)","Filterable Reactive Phosphorus (mg·L-1 as P)","Total Kjeldahl Nitrogen (mg·L-1 as N)","Ammonia (mg·L-1 as N)","Nitrate + Nitrite (mg·L-1 as N)","Reactive Silicon (mg·L-1 as Si)","Particulate Carbon (mg·L-1 as C)","Total Particulate Phosphorus (mg·L-1 as P)","Total Particulate Nitrogen (mg·L-1 as N)","N:P (atom ratio)"
"338",1990,10,18,"2",66,234,6.6,7,0.3,8,3.8,3.9,26,3.3,3.8,1.8,45.7,7.6,44.5,783,27,NA,NA,"65:1"
"339",1990,10,18,"3",1,139,6.8,7,0.7,10,2.8,2.6,39,6.3,2.8,1.4,79.3,9.9,42.3,588,119,NA,NA,"46:1"
"340",1990,10,18,"3",66,238,6.7,7,0.3,8,3.8,3.9,16,5.9,1.1,0.2,56.8,2.9,70.7,778,93,NA,NA,"52:1"
"341",1988,3,16,"1",1,205,7.5,8,0.7,9.8,NA,NA,23,10.5,1,0.9,79.9,1.1,44.3,622,NA,NA,NA,"28:1"
"342",1988,3,16,"1",66,218,6.7,18,0.3,9.8,NA,NA,23,3.5,0.8,0.9,59,1.1,47.1,782,NA,NA,NA,"72:1"
"343",1988,3,16,"2",1,208,6,8,0.6,9.8,NA,NA,30,3.9,1.1,1.1,60,1.1,43.1,717,NA,NA,NA,"63:1"
"344",1988,3,16,"2",66,211,6.6,10,0.6,9.8,NA,NA,21,2.4,1,0.8,25.2,1.1,45.5,681,NA,NA,NA,"70:1"
"345",1988,3,16,"3",1,208,6.5,7,0.3,NA,NA,NA,26,6.4,NA,NA,58.2,NA,NA,726,NA,NA,NA,"22:1"
"346",1988,3,16,"3",66,209,6.4,8,0.6,9.8,NA,NA,25,2.8,1.4,0.9,26.8,2.5,46.3,663,NA,NA,NA,"62:1"
"347",1988,4,20,"1",1,209,7.1,5,0.4,9.8,NA,NA,19,3.2,1.2,1.1,44.5,3,39,862,NA,NA,NA,"62:1"
"348",1988,4,20,"1",66,215,6.9,5,0.3,11,NA,NA,21,3.2,1.5,1.3,78.2,1.1,45.5,880,NA,NA,NA,"92:1"
"349",1988,4,20,"2",1,213,7,5,0.3,9.8,NA,NA,21,3,1.2,0.9,34.9,1.8,39.8,862,NA,NA,NA,"59:1"
"350",1988,4,20,"2",66,217,6.9,5,0.4,11,NA,NA,21,2.8,1.3,0.9,29.2,1.1,42.2,880,NA,NA,NA,"61:1"
"351",1988,4,20,"3",1,214,6.8,4,0.4,11,NA,NA,18,3,1.4,0.9,34.1,1.1,39.8,862,NA,NA,NA,"59:1"
"352",1988,4,20,"3",66,219,6.8,5,0.4,9.8,NA,NA,19,3,1.3,1,34.9,1.1,43.1,862,NA,NA,NA,"62:1"
"353",1988,5,18,"1",1,175,7.4,15,0.7,8.7,NA,NA,33,4.2,1.5,1.1,56.5,2.8,42.2,724,NA,NA,NA,"56:1"
"354",1988,5,18,"1",66,219,6.7,8,0.5,11,NA,NA,19,NA,1.7,1.1,NA,1.1,44.7,969,NA,NA,NA,NA
"355",1988,5,18,"2",1,196,6.4,8,1,9.8,NA,NA,47,2.9,1.5,1.2,40.5,1.1,30.2,856,NA,NA,NA,"58:1"
"356",1988,5,18,"2",66,213,6.4,7,0.5,13.2,NA,NA,25,3.2,2.3,1.8,44.5,1.1,42.2,875,NA,NA,NA,"65:1"
"357",1988,5,18,"3",1,207,6.5,6,0.4,11,NA,NA,26,2.9,1.1,0.8,38.1,2,35,856,NA,NA,NA,"60:1"
"358",1988,5,18,"3",66,225,6.4,7,0.3,11,NA,NA,35,2.9,1.7,1.5,35.7,1.1,43.1,875,NA,NA,NA,"65:1"
"359",1987,3,10,"1",1,195,7.1,7,0.5,10.8,NA,NA,10,3.3,2.3,1.2,32,2,64,1077,NA,NA,NA,"69:1"
"360",1987,3,10,"1",66,201,6.7,7,0.5,8.7,NA,NA,36,4.7,3.6,0.9,33.6,2.5,78.5,1236,NA,NA,NA,"57:1"
"361",1987,3,10,"2",1,195,6.6,7,0.4,10.8,NA,NA,30,3.2,1.6,0.8,43.5,2.5,69.8,910,NA,NA,NA,"84:1"
"362",1987,3,10,"2",66,207,6.7,7,0.4,1.9,NA,NA,37,3.8,2.6,0.8,33.3,2.5,76.6,842,NA,NA,NA,"69:1"
"363",1987,3,10,"3",1,180,6.6,7,0.5,1.9,NA,NA,25,3.3,2,0.5,49,2.5,74.6,886,NA,NA,NA,"89:1"
"364",1987,3,10,"3",66,195,6.54,7,0.5,10.9,NA,NA,27,3.6,2,0.5,45.7,2.5,75.6,694,NA,NA,NA,"80:1"
"365",1987,4,13,"1",1,182,6.5,8,0.4,8.7,NA,NA,20,2.5,1.1,0.4,33.6,2.5,67.9,1131,NA,NA,NA,"97:1"
"366",1987,4,13,"1",66,202,6.6,7,0.3,8.7,NA,NA,5,2.4,1,0.5,46.3,3,79.4,1288,NA,NA,NA,"125:1"
"367",1987,4,13,"2",1,196,6.6,7,0.4,8.7,NA,NA,3,2.9,1.5,0.7,45.2,4.5,76.5,1062,NA,NA,NA,"100:1"
"368",1987,4,13,"2",66,199,6.5,7,0.4,10.9,NA,NA,3,2.2,1.1,0.5,43,3.5,68.9,1192,NA,NA,NA,"121:1"
"369",1987,4,13,"3",1,192,6.8,6,0.4,8.7,NA,NA,3,2.4,1.4,0.5,43.8,3.5,68.9,1043,NA,NA,NA,"112:1"
"370",1987,4,13,"3",66,195,6.4,7,0.4,12.1,NA,NA,3,2.5,1,0.4,40.8,2.5,80.4,1227,NA,NA,NA,"116:1"
"371",1987,5,15,"1",1,168,8.4,10,0.2,8.7,NA,NA,33,2.6,0.9,0.4,23.7,3.5,65,1199,NA,NA,NA,"81:1"
"372",1987,5,15,"1",66,197,6.7,7,0.2,8.7,NA,NA,56,2.7,1.4,0.4,18.2,2,65,1174,NA,NA,NA,"74:1"
"373",1987,5,15,"2",1,172,6.6,7,0.2,9.8,NA,NA,19,2.7,1,0.4,35.8,1.5,64.1,1131,NA,NA,NA,"88:1"
"374",1987,5,15,"2",66,190,6.6,6,0.3,13.2,NA,NA,17,2.5,1,0.6,27,2,59.3,1183,NA,NA,NA,"82:1"
"375",1987,5,15,"3",1,186,6.6,10,0.2,9.8,NA,NA,25,2.5,1.1,0.5,29.2,2.5,66.9,1111,NA,NA,NA,"92:1"
"376",1987,5,15,"3",66,204,6.6,8,0.2,14.3,NA,NA,44,2.6,1.1,0.4,32.9,2.5,67.9,1192,NA,NA,NA,"92:1"
"377",1987,6,9,"1",1,172,6.6,5,0.2,9.8,NA,NA,32,3,1.7,0.5,35.3,2.5,42,1065,NA,NA,NA,"61:1"
"378",1987,6,9,"1",66,202,6.4,6,0.2,9.8,NA,NA,32,2.8,0.9,0.4,28.7,3,71.7,1101,NA,NA,NA,"85:1"
"379",1987,6,9,"2",1,179,6.7,5,0.2,8.7,NA,NA,31,2.7,NA,NA,35.3,NA,NA,1074,NA,NA,NA,"31:1"
"380",1987,6,9,"2",66,203,6.5,6,0.3,10.9,NA,NA,42,2.6,1,0.4,53.7,3,69.8,1101,NA,NA,NA,"113:1"
"381",1987,6,9,"3",1,182,6.6,5,0.4,10.9,NA,NA,39,2.9,1.3,0.5,60.6,3,59.3,1101,NA,NA,NA,"99:1"
"382",1987,6,9,"3",66,200,6.4,5,0.2,10.9,NA,NA,46,2.7,0.9,0.4,66.6,3.5,72.7,1101,NA,NA,NA,"123:1"
"383",1987,7,9,"1",1,115,6.3,7,0.5,13.2,NA,NA,31,11,3.5,1.8,121.5,6.8,55.8,773,NA,NA,NA,"38:1"
"384",1987,7,9,"1",66,183,6.3,7,0.2,12.1,NA,NA,28,3,1,0.4,55.1,5,72.7,1080,NA,NA,NA,"102:1"
"385",1987,7,9,"2",1,120,6.6,6,0.4,14.3,NA,NA,32,4.7,1.4,0.5,68.5,4.2,39.9,907,NA,NA,NA,"55:1"
"386",1987,7,9,"2",66,167,6.6,8,0.1,13.2,NA,NA,35,2.9,1,0.3,65,6.6,69.7,1070,NA,NA,NA,"111:1"
"387",1987,7,9,"3",1,127,6.6,6,0.4,14.3,NA,NA,33,5.4,1.3,0.3,88.6,4.2,44.9,888,NA,NA,NA,"59:1"
"388",1987,7,9,"3",66,168,6.3,6,0.2,14.3,NA,NA,33,2.9,0.9,0.3,67.2,5.3,68.7,1080,NA,NA,NA,"112:1"
"389",1987,8,10,"1",1,123,6.8,6,0.9,12.1,NA,NA,16,13.5,2.8,1.9,161.1,4.2,5.1,46,NA,NA,NA,"29:1"
"390",1987,8,10,"1",66,210,6.6,7,0.1,12.1,NA,NA,23,3.5,1.8,0.6,37.3,4.2,69.2,1048,NA,NA,NA,"73:1"
"391",1987,8,10,"2",1,128,6.9,6,1,12.1,NA,NA,28,9,1.9,0.9,107.3,3.7,5.1,41,NA,NA,NA,"30:1"
"392",1987,8,10,"2",66,213,6.6,7,0.1,15.4,NA,NA,23,3.2,1.1,0.3,33.1,3.2,70.7,1012,NA,NA,NA,"77:1"
"393",1987,8,10,"3",1,130,7,7,1.2,15.4,NA,NA,28,9,1.4,0.7,105.1,4.2,69.7,36,NA,NA,NA,"46:1"
"394",1987,8,10,"3",66,205,6.5,7,0.2,15.4,NA,NA,34,3.1,1.4,0.7,30.9,4.2,69.7,1012,NA,NA,NA,"77:1"
"395",1987,9,18,"1",1,105,6.5,6,0.6,12.1,NA,NA,25,4.9,1.6,0.4,77.6,5.8,8.6,219,NA,NA,NA,"42:1"
"396",1987,9,18,"1",66,205,6.5,7,0.5,10.9,NA,NA,26,3.6,1.4,0.9,36.4,3.7,70.2,1094,NA,NA,NA,"71:1"
"397",1987,9,18,"2",1,112,6.5,6,0.9,14.3,NA,NA,41,4.5,1.3,0.3,76,4.2,7.1,187,NA,NA,NA,"44:1"
"398",1987,9,18,"2",66,211,6.5,7,0.4,10.9,NA,NA,26,2.8,1.1,0.7,29.2,3.7,70.7,1003,NA,NA,NA,"85:1"
"399",1987,9,18,"3",1,116,6.5,6,0.7,14.3,NA,NA,37,4.9,1.4,0.3,71.6,6.8,12.1,259,NA,NA,NA,"41:1"
"400",1987,9,18,"3",66,208,6.5,7,0.3,12.1,NA,NA,36,2.8,2.4,0.6,31.4,3.2,70.2,1003,NA,NA,NA,"87:1"
"401",1987,11,12,"1",1,146,6.6,9,0.4,8.7,NA,NA,26,3.8,2.3,0.8,48.6,4.5,48.4,740,NA,NA,NA,"61:1"
"402",1987,11,12,"1",66,229,6.6,11,0.2,8.7,NA,NA,12,4.5,2.4,1,47.4,2.5,66.3,975,NA,NA,NA,"60:1"
"403",1987,11,12,"2",1,149,6.6,9,0.4,12.1,NA,NA,29,3.7,1.1,0.7,52.9,5.3,47.9,768,NA,NA,NA,"65:1"
"404",1987,11,12,"2",66,215,6.6,10,0.3,10.9,NA,NA,23,4,1.1,0.8,62.3,3.2,66.8,1012,NA,NA,NA,"77:1"
"405",1987,11,12,"3",1,152,6.6,9,0.6,10.9,NA,NA,39,3.6,1.5,0.8,50.2,3.2,48.9,705,NA,NA,NA,"66:1"
"406",1987,11,12,"3",66,231,6.5,11,0.3,NA,NA,NA,34,3.6,NA,NA,47.8,NA,NA,984,NA,NA,NA,"32:1"
"407",1986,4,10,"3",1,185,6.3,4,0.6,8.7,2.7,3.2,5,4,2.7,1.1,57.6,2.8,44,1076,52,NA,NA,"61:1"
"408",1986,4,10,"3",55,188,6.4,5,NA,NA,4.1,2.6,9,3.7,NA,NA,43.9,NA,NA,1235,74,NA,NA,NA
"409",1986,4,10,"4",1,188,6.3,7,0.3,9.8,3.2,3.3,7,5.9,5.2,2.2,35.4,4.1,56.7,1191,58,0.6,NA,"37:1"
"410",1986,4,10,"4",55,181,6.3,5,NA,9.8,4.1,2.6,6,3.9,4.5,1.2,35.4,3,41.3,1102,68,1.5,NA,"47:1"
"411",1986,4,10,"1",1,181,6.3,6,0.5,4.2,2.7,3.2,17,8.1,4,1.6,68.7,3.5,41.3,1120,184,6,NA,"32:1"
"412",1986,4,10,"1",55,193,6.2,5,NA,4.2,2.7,3.6,13,4.8,2.3,1.2,34.7,3,64.8,1094,203,0.8,NA,"49:1"
"413",1986,4,10,"2",1,187,6.2,6,0.5,10.9,2.7,3.6,11,5.5,2.4,0.8,42.9,3.7,64.8,1085,140,1.2,NA,"47:1"
"414",1986,4,10,"2",55,196,6.8,5,NA,9.8,3.2,3.2,5,4.5,2.3,0.9,38.1,3.7,63.8,1094,332,1.3,NA,"54:1"
"415",1986,4,25,"1",1,124,6.3,5,0.6,12.1,NA,NA,10,1.3,1.1,0.8,47.8,8.3,67,712,87,2,NA,"211:1"
"416",1986,4,25,"1",66,209,6.3,7,NA,9.8,NA,NA,3,1.1,1.2,1,33.2,3.3,69.2,1097,77,1.7,NA,"222:1"
"417",1986,4,25,"2",1,183,6.3,7,0.2,9.8,NA,NA,3,2.7,1.1,0.8,29.8,3,65.9,1110,NA,1.5,NA,"85:1"
"418",1986,4,25,"2",66,204,6.4,8,NA,10.9,NA,NA,3,1.7,0.9,0.7,29.3,3.3,68.1,1105,NA,7.2,NA,"137:1"
"419",1986,4,25,"3",1,185,6.4,9,0.4,10.9,NA,NA,11,0.8,0.8,0.7,40,3,65.9,1080,42,2,NA,"316:1"
"420",1986,4,25,"3",66,72,6.1,3,NA,12.1,NA,NA,3,1.3,0.9,0.6,32,1.1,64.8,341,128,23.9,NA,"178:1"
"421",1986,4,25,"4",1,135,6.2,6,0.2,10.9,NA,NA,3,1.2,0.9,0.8,29.3,2,NA,733,49,1.7,NA,NA
"422",1986,4,25,"4",66,183,6.3,7,NA,12.1,NA,NA,3,2.2,1,0.7,38.7,1.8,NA,1106,58,1.8,NA,NA
"423",1986,5,15,"1",1,148,6.5,7,0.4,12.1,NA,NA,3,2.2,1.5,0.8,30.4,3.9,62.7,1039,64,1.7,NA,"101:1"
"424",1986,5,15,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",1986,5,15,"2",1,183,6.4,8,0.3,15.4,NA,NA,3,2,1.2,1.1,37.6,2.3,63.8,1080,112,1.9,NA,"121:1"
"426",1986,5,15,"2",66,190,6.4,8,NA,13.2,NA,NA,3,1.5,1.2,0.7,28.7,2,67,1105,83,1.8,NA,"152:1"
"427",1986,5,15,"3",1,183,6.3,7,0.4,14.3,NA,NA,3,3,1.6,0.9,36.5,2,63.7,955,55,2.1,NA,"80:1"
"428",1986,5,15,"3",66,190,6.4,7,NA,14.3,NA,NA,3,1.8,1.1,0.8,30.4,3,64.8,1039,61,1.7,NA,"126:1"
"429",1986,5,15,"4",1,183,6.3,7,0.4,14.3,NA,NA,3,2.1,1.1,1,42.6,2.5,60.5,1105,64,2.1,NA,"117:1"
"430",1986,5,15,"4",66,112,6.3,5,NA,15.4,NA,NA,3,2.1,0.8,0.8,34.3,3.9,63.8,690,46,1.7,NA,"111:1"
"431",1986,6,6,"1",1,189,6.2,2,0.3,17.7,NA,NA,14,4.4,1.5,1,55.2,3.9,58.3,1059,159,4.5,NA,"62:1"
"432",1986,6,6,"1",66,217,6.3,5,NA,15.4,NA,NA,16,2.7,1.8,1.2,36.5,4.4,69.2,1095,68,1.4,NA,"93:1"
"433",1986,6,6,"2",1,194,6.5,2,0.2,16.6,NA,NA,11,3.3,1.6,1.1,55.2,4.4,55.6,1041,153,4.3,NA,"80:1"
"434",1986,6,6,"2",66,213,6.6,6,NA,16.6,NA,NA,16,3.6,2,1.3,43.1,4.9,69.2,1095,71,2,NA,"74:1"
"435",1986,6,6,"3",1,199,6.7,6,0.2,15.4,NA,NA,17,2.7,1.5,1.3,45.3,2.3,60.5,1077,115,3.2,NA,"83:1"
"436",1986,6,6,"3",66,212,6.5,5,NA,17.7,NA,NA,14,2,1.6,1.1,30.8,2.3,67,1295,49,1.5,NA,"117:1"
"437",1986,6,6,"4",1,202,6.3,6,0.2,16.6,NA,NA,17,3.1,1.4,0.9,48.4,2,61.6,1131,93,2.9,NA,"85:1"
"438",1986,6,6,"4",66,216,6.5,7,NA,18.8,NA,NA,17,2.1,1.6,0.8,35.6,4.7,67,1168,61,NA,NA,"117:1"
"439",1986,8,5,"1",1,137,6.9,8,1,8.7,NA,NA,10,17.7,6.3,3.7,177.2,10.5,3.4,306,462,1.9,NA,"24:1"
"440",1986,8,5,"1",66,214,6.6,8,0.2,6.4,NA,NA,12,2.1,1.5,1.2,35.6,4.4,73.5,1071,71,9.6,NA,"124:1"
"441",1986,8,5,"2",1,137,6.8,7,1,3,NA,NA,11,10.5,4.3,2.4,132,2.5,3.4,336,458,2.1,NA,"31:1"
"442",1986,8,5,"2",66,211,6.4,7,0.2,7.5,NA,NA,11,2.3,1.6,1.3,36.7,6.7,72.5,1036,49,15.2,NA,"113:1"
"443",1986,8,6,"3",1,132,6.7,8,1,4.2,NA,NA,13,6.4,2.6,1.2,88.8,5.8,3.4,293,383,6.1,NA,"34:1"
"444",1986,8,6,"3",66,192,6.5,8,0.3,7.5,NA,NA,10,1.9,1.7,0.9,39.9,4.4,72.5,1045,49,2,NA,"141:1"
"445",1986,8,6,"4",1,135,6.8,8,0.9,5.3,NA,NA,9,7.5,2.8,1.2,97.4,12.9,3.4,286,380,8.1,NA,"32:1"
"446",1986,8,6,"4",66,190,6.5,9,0.2,10.9,NA,NA,7,2,1.9,1.1,37.7,10.5,76.4,1036,68,2.4,NA,"136:1"
"447",1986,8,25,"1",1,107,6.6,7,1.4,8.7,NA,NA,11,6,3.3,0.5,92,1.3,3.4,34,518,8.8,NA,"38:1"
"448",1986,8,25,"1",66,211,6.7,7,0.2,13.2,NA,NA,15,2.3,1.7,0.4,41.4,1.1,70.9,1067,77,1.9,NA,"116:1"
"449",1986,8,25,"2",1,124,6.7,7,1.6,12.1,NA,NA,13,7.1,3.4,0.7,91,1.5,3.4,93,477,6.1,NA,"32:1"
"450",1986,8,25,"2",66,208,6.6,7,0.1,8.7,NA,NA,11,2.1,1.2,0.7,36.1,1.5,67.7,1047,83,1.9,NA,"118:1"
"451",1986,8,25,"3",1,127,6.6,7,0.5,8.7,NA,NA,15,5.4,2.9,0.5,84,1.5,59,418,NA,5.1,NA,"63:1"
"452",1986,8,25,"3",66,209,6.6,6,0.1,7.5,NA,NA,11,2.5,1.4,0.4,55.2,1.5,NA,34,NA,1.6,NA,NA
"453",1986,8,25,"4",1,131,6.7,6,0.6,10.9,NA,NA,7,5.7,2.8,0.3,88.5,1.5,3.4,59,33,4.7,NA,"38:1"
"454",1986,8,25,"4",66,210,6.6,7,0.2,6.4,NA,NA,7,2.4,1.8,0.5,53.1,3,71.2,999,458,1.6,NA,"124:1"
"455",1986,9,16,"1",1,118,6.7,7,0.5,9.8,NA,NA,20,7.4,5.4,0.9,73,4,9.2,140,147,2.9,NA,"27:1"
"456",1986,9,16,"1",66,214,6.6,7,0.1,10.9,NA,NA,18,3.7,3.5,0.6,40.8,4.3,81.5,1076,24,2.5,NA,"79:1"
"457",1986,9,16,"2",1,124,6.4,5,0.4,8.7,NA,NA,9,6,4.4,0.1,66,4,97.2,109,160,4.8,NA,"65:1"
"458",1986,9,16,"2",66,213,6.6,7,0.1,12.1,NA,NA,8,3.6,2.7,0.7,44.5,4.5,14.3,1067,24,3.5,NA,"39:1"
"459",1986,9,16,"3",1,124,6.6,6,0.5,6.4,NA,NA,7,5.4,4.1,0.2,71.9,5,14.3,46,150,3.4,NA,"38:1"
"460",1986,9,16,"3",66,214,6.7,6,0.1,7.5,NA,NA,7,3.1,2.2,0.3,33.8,5,79.2,1042,24,2.7,NA,"87:1"
"461",1986,9,16,"4",1,122,6.6,6,0.5,8.7,NA,NA,8,5.8,4.2,0.1,70.8,4,36.2,46,150,4.9,NA,"44:1"
"462",1986,9,16,"4",66,213,6.5,6,0.1,8.7,NA,NA,8,3.4,2.1,0.4,44.5,2.8,78.9,1033,24,3,NA,"87:1"
"463",1986,10,10,"1",1,107,6.4,5,0.8,6.4,NA,NA,19,17.5,11.2,1.4,89.8,9.6,6.1,722,167,8.7,NA,"13:1"
"464",1986,10,10,"1",66,219,6.5,5,0.4,5.3,NA,NA,15,5,3.4,1.5,47.9,10.5,73.5,1046,24,2.5,NA,"58:1"
"465",1986,10,10,"2",1,111,6.6,5,0.7,6.4,NA,NA,18,5.3,2.2,0.9,70.6,9.6,8.1,686,79,NA,NA,"35:1"
"466",1986,10,10,"2",66,212,6.6,6,0.4,8.7,NA,NA,7,3.6,2.6,1.2,30.4,7.2,73.5,1010,24,2,NA,"69:1"
"467",1986,10,10,"3",1,111,6.5,6,0.5,7.5,NA,NA,28,5.5,2.2,0.8,75,11,12,597,99,3.2,NA,"38:1"
"468",1986,10,10,"3",66,214,6.5,6,0.4,10.9,NA,NA,9,3.6,2.4,1.2,25.1,4.4,76.4,1010,24,4.5,NA,"67:1"
"469",1986,10,10,"4",1,113,6.4,5,0.8,8.7,NA,NA,28,5.1,2.2,0.9,56.6,10,14,561,NA,4,NA,"33:1"
"470",1986,10,10,"4",66,214,6.6,6,0.4,14.3,NA,NA,9,3.2,3.2,1.3,19.9,9.1,99.2,1010,458,2.7,NA,"88:1"
"471",1986,10,28,"1",1,112,6.3,6,0.5,9.8,NA,NA,21,9.2,7.7,1.6,46.7,8.6,35.8,327,31,1.8,NA,"21:1"
"472",1986,10,28,"1",66,216,6.6,6,0.2,13.2,NA,NA,12,5.4,5,1.3,19.9,9.1,76.4,1010,24,0.7,NA,"43:1"
"473",1986,10,28,"2",1,121,6,6,0.4,10.9,NA,NA,25,4.7,3.2,1.3,47.9,11.4,34.8,328,24,0.8,NA,"42:1"
"474",1986,10,28,"2",66,218,5.5,7,0.2,14.3,NA,NA,10,3.9,3.8,1.2,25.7,8.2,74.5,992,24,1.9,NA,"61:1"
"475",1986,10,28,"3",1,123,6.5,6,0.5,14.3,NA,NA,30,4.5,2.7,1.7,53.1,11.4,29.9,363,45,0.7,NA,"44:1"
"476",1986,10,28,"3",66,208,6.5,8,0.2,14.3,NA,NA,11,3.5,3.4,1.2,19.4,8.2,73.5,992,24,2.4,NA,"63:1"
"477",1986,10,28,"4",1,123,6.5,7,0.4,16.6,NA,NA,28,4.8,2.5,1.2,49.9,11.9,23,399,45,0.8,NA,"36:1"
"478",1986,10,28,"4",66,215,6.5,9,0.1,14.3,NA,NA,9,4.1,2.6,1.1,20.5,5.8,56.6,992,24,2.7,NA,"45:1"
"479",1986,11,21,"1",1,142,6.3,6,0.1,17.7,NA,NA,28,3.9,2.6,0.9,54.9,9.1,59.6,1167,24,1.2,NA,"70:1"
"480",1986,11,21,"1",66,191,6.5,8,0.1,18.8,NA,NA,30,4.9,4,1.1,28.8,5.8,77.4,1022,24,1.6,NA,"52:1"
"481",1986,11,21,"2",1,150,6.6,6,0.1,17.7,NA,NA,34,3.7,2.4,1.5,54.4,3.8,53.7,849,24,1.1,NA,"70:1"
"482",1986,11,21,"2",66,205,6.7,5,0.1,14.3,NA,NA,23,4.1,3.4,0.9,31.2,7.7,75.47,1012,24,1.8,NA,"62:1"
"483",1986,11,21,"3",1,144,6.6,5,0.1,17.7,NA,NA,33,4,2.6,0.8,55.5,3,49.7,789,24,1,NA,"63:1"
"484",1986,11,21,"3",66,221,6.3,5,0.1,18.8,NA,NA,28,3.6,3.4,1.2,28.3,4.9,77.4,995,24,1.5,NA,"70:1"
"485",1986,11,21,"4",1,138,6.6,6,0.8,23.3,NA,NA,23,3.7,2.8,1.1,54.9,14.7,45.7,737,24,0.8,NA,"65:1"
"486",1986,11,21,"4",66,207,6.7,5,0.1,19.9,NA,NA,18,3.7,3.2,0.8,27.7,6.8,77.4,1012,24,1.6,NA,"68:1"
"487",1985,4,10,"1",1,185,6.3,12,0.8,10.9,3.9,3.1,8,1.3,1.6,0.4,29.2,15.7,88.3,1127,158,1.2,NA,"215:1"
"488",1985,4,10,"1",66,196,6.4,12,0.6,NA,3.9,3.1,12,2.9,2.7,0.4,38,12.4,79.5,1115,83,1.3,NA,"97:1"
"489",1985,4,10,"2",1,194,6.3,12,0.8,9.8,4.8,3.7,9,2.4,2.8,0.5,36,12.4,99.1,1140,158,1.2,NA,"134:1"
"490",1985,4,10,"2",66,202,6.1,12,1.1,NA,4.8,3.1,21,1.9,2.5,1.9,43.4,10,149.4,1148,65,1.2,NA,"242:1"
"491",1985,4,10,"3",1,198,6.3,12,0.7,8.7,4.8,1.8,26,2.2,2.6,0.6,38,11.9,109.7,1127,140,1.1,NA,"160:1"
"492",1985,4,10,"3",66,202,6.4,14,0.7,NA,3.9,2.4,19,2.5,3.2,0.7,52.2,12.9,106.9,1139,143,1.2,NA,"152:1"
"493",1985,4,10,"4",1,200,6.4,14,0.7,8.7,3,3.7,3,1.7,2.3,0.1,33.2,8.6,71.3,1125,24,1.1,NA,"147:1"
"494",1985,4,10,"4",66,204,6.3,13,0.7,NA,3,3.1,3,3.8,2.6,0.5,62.4,4.1,59.5,1128,24,1.8,NA,"77:1"
"495",1985,5,3,"1",1,205,6.5,14,0.6,23.3,3.9,3.1,11,2.6,11.4,5.9,42.8,10.5,103.7,1124,32,0.9,NA,"134:1"
"496",1985,5,3,"1",66,211,6.4,12,0.8,NA,3.9,4.4,30,1.5,3.4,0.8,38,8.4,72.9,1133,29,0.9,NA,"176:1"
"497",1985,5,3,"2",1,204,6.4,12,2.4,10.9,5.7,3.1,17,2,3,0.5,60.4,8.6,77,1150,36,1.1,NA,"164:1"
"498",1985,5,3,"2",66,207,6.5,11,0.7,NA,3.9,3.7,17,2.3,NA,NA,43.4,NA,NA,1148,24,1,NA,NA
"499",1985,5,3,"3",1,201,6.3,14,1.2,9.8,3.9,3.1,20,1.9,2.8,0.6,47.5,8.1,49.2,1139,54,0.7,NA,"121:1"
"500",1985,5,3,"3",66,205,6.3,10,2.8,12.1,3.9,1.1,13,2.4,2.2,0.1,36,9.1,65.4,1145,29,0.8,NA,"101:1"
"501",1985,5,3,"4",1,199,6.4,14,0.7,18.8,3.9,4.4,6,2.3,5.8,4.8,48.9,11,110.1,1130,36,0.9,NA,"165:1"
"502",1985,5,3,"4",66,201,6.4,12,0.7,9.8,4.8,3.1,3,1.5,2.8,0.9,39.3,10.5,64.4,1130,24,0.9,NA,"165:1"
"503",1985,5,23,"1",1,145,6.2,8,0.7,10.9,3,3.1,20,6.1,4.4,2.5,58.7,13.8,82.1,1168,97,2.2,NA,"55:1"
"504",1985,5,23,"1",66,216,5.8,6,0.6,NA,4.8,3.1,12,3.2,2.1,1.3,48,8.1,61,1151,24,1.4,NA,"81:1"
"505",1985,5,23,"2",1,205,4.9,3,0.6,9.8,6.6,6.3,14,2.4,2.7,0.4,47.7,8.1,69.3,1142,93,0.8,NA,"116:1"
"506",1985,5,23,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",1985,5,23,"3",1,196,5.8,6,1.2,12.1,3.9,3.7,8,5.4,5.9,2.7,71.4,16.4,62.5,1140,86,1,NA,"59:1"
"508",1985,5,23,"3",66,203,6.2,14,1.6,NA,3.9,3.1,79,1.6,2.8,0.6,47.3,7.6,65.4,1198,108,1,NA,"168:1"
"509",1985,5,23,"4",1,140,6.2,8,1.1,7.5,3.9,6.3,4,3.7,4.7,1.8,68.7,11.4,68.7,1118,90,0.8,NA,"89:1"
"510",1985,5,23,"4",66,207,5.5,4,0.7,6,3.9,5.7,3,3.1,3.1,0.8,70,20.5,54.4,1121,147,6.1,NA,"96:1"
